Assembly Accession	Organism Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50
GCA_011751095.1	Aeorestes cinereus	2118430019	Scaffold	2020-03-25	JAAGEI01	120599	34115514
GCA_006408695.1	Aepyceros melampus	2631303056	Scaffold	2019-06-24	SJXQ01	82459	344542
GCA_904813175.1	Aepyprymnus rufescens	2295016	Contig	2021-09-24	CAJGQB01	1163	
GCA_018248935.1	Aeromachus stigmata shanda	212577908	Contig	2021-05-03	DWJO01	784	
GCA_013621005.1	Aeschynomene evenia	375512268	Chromosome	2020-07-29	RYYW01	819200	28845407
GCA_018251295.1	Aethilla lavochrea	284819469	Contig	2021-05-03	DWOU01	624	
GCF_024364675.1	Aethina tumida	259967705	Chromosome	2022-07-22	JALKMD01	11742490	36783356
GCF_001937115.1	Aethina tumida	234344249	Contig	2017-01-05	MRBJ01	298879	
GCA_001937115.1	Aethina tumida	234344249	Contig	2017-01-05	MRBJ01	298879	
GCA_024364635.1	Aethina tumida	207549811	Contig	2022-07-21	JALKME01	840799	
GCA_024364675.1	Aethina tumida	259967705	Chromosome	2022-07-22	JALKMD01	11742490	36783356
GCA_000411095.1	Aethionema arabicum	192487774	Scaffold	2013-06-14	ASZG01	10972	123806
GCA_022606515.1	Agapetus fuscipes	552628450	Scaffold	2022-03-17	JAGTXP01	2645	2776
GCA_002631895.1	Agapornis roseicollis	1121789902	Scaffold	2017-10-23	NDXB01	28585	118346
GCA_024337125.1	Agapornis roseicollis	1178186454	Scaffold	2022-07-20	JANEXD01	3882	19156
GCA_018245935.1	Agara belti belti	285635496	Contig	2021-05-03	DWEM01	5027	
GCA_018245675.1	Agara michaeli	284224238	Contig	2021-05-03	DWDX01	6791	
GCA_002718315.1	Agaricales sp. HM26-F1	32238363	Scaffold	2017-10-25	NIBX01	1023127	1023127
GCA_008271545.1	Agaricus bisporus	30069126	Contig	2019-09-04	SRHW01	2300414	
GCA_943193715.1	Agaricus bisporus	30321411	Chromosome	2022-05-24		1624698	2508076
GCA_943193725.1	Agaricus bisporus	28894111	Contig	2022-06-10	CALPDN01	287819	
GCA_001682475.1	Agaricus bisporus var. bisporus	30784214	Chromosome	2016-07-08		2477729	2477729
GCA_006491665.1	Agaricus bisporus var. bisporus	33350360	Contig	2019-07-03	VCNO01	355160	
GCF_000300575.1	Agaricus bisporus var. bisporus H97	30233745	Scaffold	2012-11-30	AEOK01	262535	2334609
GCA_000300575.2	Agaricus bisporus var. bisporus H97	30417844	Chromosome	2016-07-15		1652408	2550681
GCA_000300575.1	Agaricus bisporus var. bisporus H97	30233745	Scaffold	2012-11-30	AEOK01	262535	2334609
GCA_014872705.1	Agaricus bisporus var. burnettii	30702502	Chromosome	2020-10-21	JABXXO01	1931181	1931181
GCF_000300555.1	Agaricus bisporus var. burnettii JB137-S8	32614392	Scaffold	2012-10-16	AEOL01	162697	1225131
GCA_000300555.1	Agaricus bisporus var. burnettii JB137-S8	32614392	Scaffold	2012-10-16	AEOL01	162697	1225131
GCA_022315185.1	Agaricus sinodeliciosus	32482119	Scaffold	2022-02-17	JAHTMV01	1261485	1466131
GCA_019155205.1	Agarophyton vermiculophyllum	47804795	Scaffold	2021-07-07	JAHNZQ01	13335	2062363
GCA_018251895.1	Agathymus mariae mariae	410467974	Contig	2021-05-03	DWPT01	6664	
GCA_020745825.1	Agelaius phoeniceus	1188529604	Chromosome	2021-11-05	JAIWQD01	22833505	36435137
GCA_013398535.1	Agelaius phoeniceus	1086309140	Scaffold	2020-07-10	VZSP01	78381	1693451
GCA_023055355.1	Agelaius tricolor	1157591681	Scaffold	2022-04-19	JALJCS01	22601135	47739980
GCA_017165875.1	Agelaius tricolor	1075086955	Scaffold	2021-03-04	JADODQ01	87741	103912
GCA_023055385.1	Agelaius tricolor	1142379013	Scaffold	2022-04-19	JALJCT01	21939630	63409879
GCA_003347165.1	Ageneiosus marmoratus	1030000983	Scaffold	2018-07-31	QQRV01	7741	223139
GCA_927399405.1	Agonopterix arenella	545810559	Chromosome	2022-02-03	CAKMJH01	18923089	18923089
GCA_922987775.1	Agonopterix subpropinquella	667889224	Chromosome	2021-12-19	CAKLPO01	11586390	25090608
GCA_922987765.1	Agonopterix subpropinquella	666958211	Contig	2021-12-18	CAKLPN01	1661456	
GCA_022606485.1	Agraylea sexmaculata	196055257	Scaffold	2022-03-17	JAGTTH01	85215	86038
GCF_000699045.2	Agrilus planipennis	353056831	Scaffold	2018-01-03	JENH02	28329	1113421
GCA_000699045.2	Agrilus planipennis	353056831	Scaffold	2018-01-03	JENH02	28329	1113421
GCA_914767915.1	Agriopis aurantiaria	485369969	Chromosome	2021-09-16		13323862	18049239
GCA_914767795.1	Agriopis aurantiaria	482878758	Contig	2021-09-15	CAJZBK01	1626614	
GCA_932305915.1	Agriopis marginaria	500879769	Chromosome	2022-03-11	CAKOAS01	14455660	18395758
GCA_932301435.1	Agriopis marginaria	502488742	Scaffold	2022-03-11	CAKOAR01	2550345	2550345
GCA_940337035.1	Agriotes lineatus	3159863714	Chromosome	2022-06-24	CALNHX01	201347	95282374
GCA_943789525.1	Agriphila geniculea	781638172	Chromosome	2022-06-24	CALSUK01	7273996	26408729
GCA_927400025.1	Agriphila geniculea	539623764	Contig	2022-01-21	CAKMJR01	1841345	
GCA_943789515.1	Agriphila geniculea	723572193	Scaffold	2022-06-15	CALSUL01	922356	922356
GCA_928269145.1	Agriphila tristella	801760480	Chromosome	2022-02-01	CAKMRQ01	15285950	51702748
GCA_928269205.1	Agriphila tristella	806420820	Scaffold	2022-01-28	CAKMRR01	1489387	1503656
GCA_914767755.1	Agrochola circellaris	572147337	Chromosome	2021-09-16	CAJZBG01	19711079	19711079
GCA_914767685.1	Agrochola circellaris	571928833	Contig	2021-09-15	CAJZBI01	9795968	
GCA_916701695.1	Agrochola macilenta	683208122	Chromosome	2021-11-13	CAKAOO01	22346656	22977954
GCA_916701705.1	Agrochola macilenta	644112804	Contig	2021-11-13	CAKAOP01	1034422	
GCA_013376435.1	Agrocybe cylindracea	56488834	Scaffold	2020-06-29	MPNV01	85967	547283
GCA_003316655.1	Agrocybe cylindracea	56282801	Scaffold	2018-07-13	QFEP01	22079	23214
GCA_013053245.1	Agrocybe pediades	45149591	Contig	2020-05-12	JAACJL01	2723584	
GCA_015484485.1	Agrocybe pediades	45056484	Scaffold	2020-11-15	JADNRF01	39150	104667
GCA_004193855.1	Agrotis ipsilon	486925161	Scaffold	2019-02-13	PNFC01	820105	1057295
GCA_943136025.1	Agrotis puta	523306009	Chromosome	2022-06-10	CALPBN01	12247870	18289922
GCA_943137145.1	Agrotis puta	515943653	Contig	2022-06-10	CALPBO01	678326	
GCA_016648135.1	Agrypnia vestita	1353059149	Scaffold	2021-01-15	JADDOH01	111757	114071
GCA_929113105.1	Agrypnus murinus	1578505632	Chromosome	2022-02-09	CAKMYN01	4463000	177293933
GCA_929114945.1	Agrypnus murinus	1216220439	Scaffold	2022-02-09	CAKMYP01	448824	448824
GCA_018248955.1	Aguna camagura	49510199	Contig	2021-05-03	DWJY01	1042	
GCA_022318285.1	Aguna claxon	220902713	Contig	2022-02-17	DWRG01	368	
GCA_018249175.1	Aguna metophis	305106165	Contig	2021-05-03	DWJX01	840	
GCA_018230925.1	Agyllia agylla	129994796	Contig	2021-05-03	DWCJ01	379	
GCA_018231025.1	Agyllia kituina	188600971	Contig	2021-05-03	DWCI01	524	
GCA_022814335.1	Agyrium rufum	28047069	Scaffold	2022-04-04	JALDZB01	235725	240237
GCF_002007445.2	Ailuropoda melanoleuca	2440260518	Chromosome	2020-04-20	LNAT02	127687	129245720
GCF_000004335.2	Ailuropoda melanoleuca	2299492210	Scaffold	2009-12-15	ACTA01	39886	1281781
GCA_002007445.3	Ailuropoda melanoleuca	2440260518	Chromosome	2020-04-20	LNAT02	127687	129245720
GCA_002007465.1	Ailurus styani	2342939051	Scaffold	2017-02-28	LNAC01	99577	2983736
GCA_024635365.1	Aix galericulata	1079824113	Scaffold	2022-08-16	JALLAJ01	77396	78198423
GCA_019593645.1	Akabosia matsudoensis	184623299	Scaffold	2021-08-13	VICI01	12162	12310
GCA_001653215.1	Akanthomyces lecanii	32603708	Scaffold	2016-05-27	LUKN01	9866	21726
GCA_016170065.1	Akanthomyces lecanii	36175285	Contig	2020-12-21	WHIX01	335285	
GCA_001636795.1	Akanthomyces lecanii RCEF 1005	35594087	Scaffold	2016-05-04	AZHF01	782161	3946369
GCA_943590845.1	Akarotaxis nudiceps	844240027	Scaffold	2022-06-15	CALSCD01	11955	67980
GCA_017979445.1	Akebia trifoliata	652796637	Chromosome	2021-04-16	JADQWC01	1566935	35751958
GCA_008930755.1	Alatina alata	1075357049	Scaffold	2019-10-09	PUGI01	7515	7756
GCA_010016025.1	Alatinidae sp. Z8VKAUB7J3	1400697547	Scaffold	2020-01-30	JAAAKM01	11995	491183
GCA_902810485.1	Alauda arvensis	1028664229	Scaffold	2020-03-13	CADDXX01	79699	1430931
GCA_013398995.1	Alaudala cheleensis	1069224903	Scaffold	2020-07-10	VWYE01	96766	398825
GCA_009852465.1	Alaus oculatus	188381324	Scaffold	2020-01-10	WUUV01	2461	1329116
GCA_003314395.1	Albatrellus ellisii	122761634	Scaffold	2018-07-11	QLPN01	13802	18141
GCA_003314695.1	Albatrellus sp. MG142	59385241	Scaffold	2018-07-11	QLPM01	3750	4375
GCA_020081605.1	Albifimbria verrucaria	48482211	Scaffold	2021-09-21	JAHREC01	5352524	5352524
GCA_021442215.1	Albifimbria verrucaria	45846596	Contig	2022-01-12	JAIJZX01	3203674	
GCA_930272555.1	Albifimbria verrucaria	46297313	Scaffold	2022-04-16	CAKNES01	683160	1066851
GCA_001600555.1	Albophoma yamanashiensis	31390562	Scaffold	2016-03-01	BCKH01	567446	4519820
GCA_905220665.1	Albugo candida	38961604	Contig	2021-02-14	CAJNAR01	466138	
GCA_000313105.1	Albugo candida	32990475	Contig	2012-11-06	CAJG01	23822	
GCA_000326045.1	Albugo candida	33184526	Contig	2012-09-10	CAIV01	21045	
GCA_000326065.1	Albugo candida	33823601	Contig	2012-11-06	CAIW01	34087	
GCA_000961115.1	Albugo candida	32721549	Contig	2015-03-24	JZXB01	30563	
GCA_001078535.1	Albugo candida	34452595	Scaffold	2014-05-15	CAIX01	51405	51405
GCA_001306755.1	Albugo candida	32921669	Contig	2015-10-05	LGTM01	53189	
GCA_001306775.1	Albugo candida	32214895	Contig	2015-10-05	LGTN01	23707	
GCA_020283525.1	Albugo candida 2VRR	34561962	Scaffold	2021-10-05	JAHTBM01	79682	375021
GCA_902706625.1	Albugo laibachii	32766811	Scaffold	2019-12-17	CACSLJ01	69384	69384
GCA_019788955.1	Albula glossodonta	1049070812	Scaffold	2021-08-27	JAFBMS01	3575230	7972964
GCA_022829145.1	Albula goreensis	933663665	Chromosome	2022-04-08	JAERUA01	17514905	39075509
GCA_008658365.1	Alca torda	1178473458	Chromosome	2019-10-10	VMED01	18221265	84526827
GCA_008658355.1	Alca torda	1220378950	Contig	2019-09-23	VMEC01	1949609	
GCA_013398245.1	Alca torda	1162045472	Scaffold	2020-07-10	VZSD01	48979	240911
GCA_006408545.1	Alcelaphus buselaphus	3882338275	Scaffold	2019-06-24	SJXN01	889	12034
GCA_007570765.1	Alces alces	2743728988	Scaffold	2019-07-12	SSNK01	45091	4131188
GCA_015832495.1	Alces alces	2486551692	Scaffold	2020-12-08	JADEYB01	70000	1703061
GCA_013397815.1	Aleadryas rufinucha	1050107613	Scaffold	2020-07-10	VZTH01	90297	367770
GCA_905337325.1	Alectoria fallacina	65236659	Scaffold	2021-03-25	CAJPDR01	70288	75592
GCA_009733775.1	Alectoria sarmentosa	39958285	Scaffold	2019-12-06	WOGZ01	85531	93085
GCA_019345075.1	Alectoris rufa	1027480606	Scaffold	2021-07-26	JADBKV01	97167	11577318
GCA_013399715.1	Alectura lathami	1043215352	Scaffold	2020-07-10	VXAV01	18430	229397
GCA_018902275.1	Aleiodes sp. PSUC_FEM 10030003	188372167	Scaffold	2021-06-16	JABSMS01	5904	6016
GCA_003054995.1	Aleochara bilineata	85899700	Scaffold	2018-04-17	NBZA01	12135	54149
GCA_018249475.1	Alera haworthiana	4147317	Contig	2021-05-03	DWKX01	278	
GCA_024734035.1	Alethe castanea	1103488593	Scaffold	2022-08-22	JANRGV01	25740	62162779
GCA_903066825.1	Alfaro cultratus	639540724	Scaffold	2021-09-22	CAEFZX01	56524	57399
GCA_932294295.1	Alitta virens	671154093	Chromosome	2022-03-11	CAKOAE01	7783370	42251612
GCA_932294305.1	Alitta virens	521799974	Contig	2022-03-11	CAKOAC01	338767	
GCA_910591605.1	Allacma fusca	425887823	Scaffold	2021-08-13	CAJVCH01	5387	7231
GCA_018248115.1	Allancastria cerisyi ferdinandi	149926831	Contig	2021-05-03	DWHZ01	436	
GCA_024752435.1	Allantophomopsis cytisporea	34816014	Complete Genome	2022-08-28		1994825	1994825
GCA_024752465.1	Allantophomopsis lycopodina	33865253	Complete Genome	2022-08-28		1918003	1918003
GCA_020283515.1	Alliaria petiolata	1075010735	Scaffold	2021-10-05	JAHZTW01	100329	121941980
GCF_000281125.3	Alligator mississippiensis	2161713562	Scaffold	2016-03-28	AKHW03	16665	18600682
GCA_000281125.4	Alligator mississippiensis	2161713562	Scaffold	2016-03-28	AKHW03	16665	18600682
GCA_001541155.1	Alligator mississippiensis	2161708281	Scaffold	2016-01-26	LPUV01	16665	18600682
GCA_001541185.1	Alligator mississippiensis	2156978045	Scaffold	2016-01-26	LPUU01	16660	81369
GCF_000455745.1	Alligator sinensis	2270550999	Scaffold	2013-08-29	AVPB01	23412	2188296
GCA_000455745.1	Alligator sinensis	2270550999	Scaffold	2013-08-29	AVPB01	23412	2188296
GCA_905187595.1	Allium cepa	14937426752	Chromosome	2021-03-21	CAJJJL01	48298	460718
GCA_024346515.1	Allium cepa var. aggregatum	13577735759	Scaffold	2022-06-17	BQKJ01	13170	19149
GCA_014155895.2	Allium sativum	16243182905	Chromosome	2021-05-26	JABXWV02	193986	1628183901
GCA_001600815.1	Alloascoidea hylecoeti	24815695	Scaffold	2016-03-01	BCKZ01	224558	949999
GCA_945643635.1	Allodiplogaster sudhausi	352146914	Contig	2022-07-23	CALZFC01	3366075	
GCA_014805415.1	Allodiplogaster sudhausi	276121527	Scaffold	2020-09-30	JACMIH01	7635	9133
GCA_000151295.1	Allomyces macrogynus ATCC 38327	57060573	Scaffold	2010-02-18	ACDU01	35497	1114524
GCA_932294325.1	Allophyes oxyacanthae	458464223	Chromosome	2022-03-10		16394262	16683655
GCA_932294395.1	Allophyes oxyacanthae	453482524	Contig	2022-03-11	CAKOAO01	1653073	
GCA_004135705.1	Alloteropsis semialata	747191627	Chromosome	2019-02-04	QPGU01	39235	82054887
GCA_003254965.1	Alnus glutinosa	611874127	Scaffold	2018-06-19	QAOD01	9564	96611
GCA_013399365.1	Alopecoenas beccarii	1115608669	Scaffold	2020-07-10	VWYH01	126523	674421
GCF_017589495.1	Alosa alosa	854447983	Chromosome	2021-03-30	JADWDJ01	1188980	35353468
GCA_017589495.2	Alosa alosa	854447983	Chromosome	2021-03-30	JADWDJ01	1188980	35353468
GCA_023703495.1	Alosa alosa	876686228	Scaffold	2022-06-13	JACFYM01	10332	2036090
GCF_018492685.1	Alosa sapidissima	903564947	Chromosome	2021-05-25	JAHDTN01	1565278	38440066
GCA_018492685.1	Alosa sapidissima	903564947	Chromosome	2021-05-25	JAHDTN01	1565278	38440066
GCA_018492705.1	Alosa sapidissima	852425339	Scaffold	2021-05-24	JAHDTO01	361041	361041
GCA_019202745.1	Alosa sapidissima	920207828	Chromosome	2021-07-13	JAHTKL01	1150608	37994265
GCA_004027835.1	Alouatta palliata	3033617595	Scaffold	2019-01-16	PVKV01	51304	72427
GCA_020284155.1	Alternaria alstroemeriae	33706137	Scaffold	2021-10-05	JAILXE01	1348941	2024098
GCF_001642055.1	Alternaria alternata	32990834	Scaffold	2016-05-11	LXPP01	1097884	1097884
GCA_001443195.1	Alternaria alternata	33499641	Contig	2015-11-13	LMXP01	2828041	
GCA_001572055.1	Alternaria alternata	34355870	Contig	2016-02-24	LPVP01	1182709	
GCA_001642055.1	Alternaria alternata	32990834	Scaffold	2016-05-11	LXPP01	1097884	1097884
GCA_001696825.1	Alternaria alternata	33016309	Scaffold	2016-08-01	LSHC01	244387	244387
GCA_004154755.1	Alternaria alternata	35633396	Scaffold	2019-02-11	PDXD01	536580	536580
GCA_004634295.1	Alternaria alternata	33390927	Contig	2019-04-04	SJDQ01	71450	
GCA_009650635.1	Alternaria alternata	33670787	Scaffold	2019-11-12	VZUP01	3101508	4961717
GCA_009932595.1	Alternaria alternata	35840006	Scaffold	2020-01-15	BJEP01	3070597	3070597
GCA_011420255.1	Alternaria alternata	33800049	Scaffold	2020-03-18	WIRD01	3058847	3058847
GCA_011420445.1	Alternaria alternata	33717814	Contig	2020-03-19	VEOJ01	3093997	
GCA_011420565.1	Alternaria alternata	33477174	Contig	2020-03-19	VEOK01	3099206	
GCA_014154925.1	Alternaria alternata	33838288	Contig	2020-08-11	JACBJF01	1479153	
GCA_014751505.1	Alternaria alternata	34280341	Complete Genome	2020-09-25		3085453	3085453
GCA_016097525.1	Alternaria alternata	34964232	Scaffold	2020-12-16	JADAKD01	2015124	2281565
GCA_018104255.1	Alternaria alternata	34859069	Contig	2021-04-20	JADGIO01	3161699	
GCA_020085065.1	Alternaria alternata	33866835	Chromosome	2021-09-24	JAHEWI01	3075098	3075098
GCA_020449105.1	Alternaria alternata	33740545	Contig	2021-10-13	JAIZPG01	1433924	
GCA_020736535.1	Alternaria alternata	33441249	Contig	2021-11-02	JAHBNJ01	3089288	
GCA_020736745.1	Alternaria alternata	33787535	Scaffold	2021-11-03	JAAOQV01	836606	1366919
GCA_020736755.1	Alternaria alternata	35169602	Scaffold	2021-11-03	JAAOQU01	785074	824360
GCA_020736765.1	Alternaria alternata	33950610	Scaffold	2021-11-03	JAAOQT01	1302164	1478357
GCA_020736775.1	Alternaria alternata	33466707	Scaffold	2021-11-03	JAAOQX01	969157	1206479
GCA_022344125.1	Alternaria alternata	33778586	Scaffold	2022-02-20	JAJBLC01	486856	491927
GCA_022344135.1	Alternaria alternata	33637333	Scaffold	2022-02-20	JAJBLB01	387038	387038
GCA_022344145.1	Alternaria alternata	33896488	Scaffold	2022-02-20	JAJBLE01	398399	402386
GCA_022344155.1	Alternaria alternata	33052402	Scaffold	2022-02-20	JAJBLF01	638269	638269
GCA_022344165.1	Alternaria alternata	32879764	Scaffold	2022-02-20	JAJBLD01	384586	507509
GCA_022344205.1	Alternaria alternata	33647220	Scaffold	2022-02-20	JAJBLA01	446479	446479
GCA_022344225.1	Alternaria alternata	32736014	Scaffold	2022-02-20	JAJBKY01	215732	243378
GCA_022344235.1	Alternaria alternata	33806366	Scaffold	2022-02-20	JAJBKZ01	467592	467592
GCA_022344255.1	Alternaria alternata	33859980	Contig	2022-02-20	JAJBKX01	686647	
GCA_022344265.1	Alternaria alternata	33726328	Scaffold	2022-02-20	JAJBKW01	422543	486458
GCA_022344295.1	Alternaria alternata	34098132	Scaffold	2022-02-20	JAJBKU01	445221	445221
GCA_022344325.1	Alternaria alternata	32987264	Scaffold	2022-02-20	JAJBKV01	834289	834289
GCA_022344335.1	Alternaria alternata	34088516	Scaffold	2022-02-20	JAJBKT01	689351	725028
GCA_022344355.1	Alternaria alternata	33445883	Scaffold	2022-02-20	JAJBKS01	367963	370288
GCA_022344365.1	Alternaria alternata	33439768	Contig	2022-02-20	JAJBKR01	515115	
GCA_022344405.1	Alternaria alternata	33853933	Scaffold	2022-02-20	JAJBKQ01	804360	804360
GCA_022344415.1	Alternaria alternata	33014735	Contig	2022-02-20	JAJBKP01	659372	
GCA_022344435.1	Alternaria alternata	33912099	Scaffold	2022-02-20	JAJBKO01	432374	432374
GCA_022344465.1	Alternaria alternata	33933969	Contig	2022-02-20	JAJBKN01	432799	
GCA_022344485.1	Alternaria alternata	33040726	Scaffold	2022-02-20	JAJBKM01	384010	384010
GCA_022344495.1	Alternaria alternata	34297043	Contig	2022-02-20	JAJBKK01	233387	
GCA_022344505.1	Alternaria alternata	33518967	Contig	2022-02-20	JAJBKL01	194878	
GCA_022344545.1	Alternaria alternata	33552798	Contig	2022-02-20	JAJBKI01	270368	
GCA_022344555.1	Alternaria alternata	33381644	Contig	2022-02-20	JAJBKJ01	408246	
GCA_022344575.1	Alternaria alternata	33180215	Contig	2022-02-20	JAJBKH01	500583	
GCA_022344615.1	Alternaria alternata	33780674	Contig	2022-02-20	JAJBKG01	208080	
GCA_022344625.1	Alternaria alternata	33700628	Contig	2022-02-20	JAJBKF01	382690	
GCA_022344635.1	Alternaria alternata	33661040	Contig	2022-02-20	JAJBKE01	211624	
GCA_022344655.1	Alternaria alternata	33968938	Contig	2022-02-20	JAJBKD01	396250	
GCA_022344665.1	Alternaria alternata	33780720	Contig	2022-02-20	JAJBKC01	290534	
GCA_022344695.1	Alternaria alternata	34016377	Contig	2022-02-20	JAJBKB01	730204	
GCA_022344705.1	Alternaria alternata	34026010	Contig	2022-02-20	JAJBKA01	598734	
GCA_022344745.1	Alternaria alternata	34274301	Contig	2022-02-20	JAJBJZ01	364021	
GCA_022344765.1	Alternaria alternata	34103675	Contig	2022-02-20	JAJBJY01	433769	
GCA_022344775.1	Alternaria alternata	34025009	Contig	2022-02-20	JAJBJX01	354231	
GCA_022344825.1	Alternaria alternata	33139412	Contig	2022-02-20	JAJBJV01	458848	
GCA_022344835.1	Alternaria alternata	33391393	Contig	2022-02-20	JAJBJW01	596622	
GCA_022344855.1	Alternaria alternata	33619781	Contig	2022-02-20	JAJBJU01	488542	
GCA_022344875.1	Alternaria alternata	33010498	Contig	2022-02-20	JAJBJT01	353449	
GCA_022344885.1	Alternaria alternata	33484307	Contig	2022-02-20	JAJBJR01	256300	
GCA_022344895.1	Alternaria alternata	33787654	Contig	2022-02-20	JAJBJS01	386441	
GCA_022344905.1	Alternaria alternata	33512678	Contig	2022-02-20	JAJBJQ01	221686	
GCA_022344925.1	Alternaria alternata	33663170	Contig	2022-02-20	JAJBJP01	275422	
GCA_022344955.1	Alternaria alternata	33937141	Contig	2022-02-20	JAJBJO01	197647	
GCA_022344985.1	Alternaria alternata	33628657	Contig	2022-02-20	JAJBJN01	376916	
GCA_022344995.1	Alternaria alternata	33453813	Contig	2022-02-20	JAJBJM01	596553	
GCA_022345075.1	Alternaria alternata	33309423	Scaffold	2022-02-20	JAJBLU01	607677	632311
GCA_022345085.1	Alternaria alternata	33418568	Scaffold	2022-02-20	JAJBLV01	284335	288596
GCA_022345095.1	Alternaria alternata	33800106	Contig	2022-02-20	JAJBLT01	476721	
GCA_022345105.1	Alternaria alternata	33099695	Scaffold	2022-02-20	JAJBLS01	610960	619397
GCA_022345155.1	Alternaria alternata	32917456	Scaffold	2022-02-20	JAJBLR01	322105	326122
GCA_022345165.1	Alternaria alternata	33720235	Scaffold	2022-02-20	JAJBLN01	467595	467595
GCA_022345175.1	Alternaria alternata	34037071	Scaffold	2022-02-20	JAJBLO01	939269	939269
GCA_022345185.1	Alternaria alternata	33382474	Scaffold	2022-02-20	JAJBLP01	382642	426601
GCA_022345235.1	Alternaria alternata	33875197	Contig	2022-02-20	JAJBLM01	665430	
GCA_022345245.1	Alternaria alternata	32894866	Scaffold	2022-02-20	JAJBLL01	301318	302135
GCA_022345265.1	Alternaria alternata	33560823	Scaffold	2022-02-20	JAJBLJ01	241109	246829
GCA_022345275.1	Alternaria alternata	34934347	Scaffold	2022-02-20	JAJBLI01	60966	61047
GCA_022345285.1	Alternaria alternata	33392025	Scaffold	2022-02-20	JAJBLK01	737066	737066
GCA_022345305.1	Alternaria alternata	33500945	Scaffold	2022-02-20	JAJBLH01	454169	499024
GCA_022345335.1	Alternaria alternata	33274726	Scaffold	2022-02-20	JAJBLG01	365795	391697
GCA_022355435.1	Alternaria alternata	33835726	Scaffold	2022-02-20	JAJBLQ01	709256	709256
GCA_023079285.1	Alternaria alternata	32987698	Scaffold	2022-04-21	JAJMVD01	1097884	1097884
GCA_022814545.1	Alternaria angustiovoidea	34215686	Scaffold	2022-04-04	JAKLNJ01	1307716	1397744
